crop,year,site,brand,genotype,pcode,yield_bu_ac,tw_lb_bu,silking_date
CORN,2011,RPI,AGRIGOLD,A6553VT3,4926,237.9,58.2,68.33333333
CORN,2011,RPI,AGRIGOLD,A6476VT3Pro,4930,215.2,59.6,69
CORN,2011,RPI,G2 GENETICS,5H-513 RR/HX,4992,199.6333,61,72
CORN,2011,RPI,G2 GENETICS,5H-515 RR/HX,4995,193.6333,60.3,71.66666667
CORN,2011,RPI,TRIUMPH,1217X,4998,203.7,58,68.33333333
CORN,2011,RPI,GARST,84N18-3000GT Brand,5001,229,58,70.66666667
CORN,2011,RPI,PHILLIPS,702AG,5008,200.3333,58.1,69.33333333
CORN,2011,RPI,PHILLIPS,723AG,5009,202.0667,58.6,69
CORN,2011,RPI,PHILLIPS,715GTCBLL,5010,210.3333,57,68.66666667
CORN,2011,RPI,MIDLAND,622PRW,5021,208.9,59.3,69
CORN,2011,RPI,MIDLAND,552PRW,5022,217.5,58.4,68.66666667
CORN,2011,RPI,MIDLAND,571BLG,5024,199.9333,57.2,69
CORN,2011,RPI,PRODUCERS,7574VT3,5036,240.3667,58.3,69.33333333
CORN,2011,RPI,PRODUCERS,7224VT3,5037,228.4333,59.7,70
CORN,2011,RPI,DEKALB,DKC61-49,5048,202.7,58.8,68.33333333
CORN,2011,RPI,DEKALB,DKC62-09,5049,207.8333,59.5,68.33333333
CORN,2011,RPI,DEKALB,DKC62-97,5050,205.7667,59.8,68
CORN,2011,RPI,DEKALB,DKC63-87,5053,238.7,57.8,68.66666667
CORN,2011,RPI,TAYLOR,EXP 88C112,5057,211.8333,58.1,70
CORN,2011,RPI,TAYLOR,EXP 99C113,5058,199.8333,59.2,68.33333333
CORN,2011,RPI,TAYLOR,EXP 88A111,5060,200.1667,58.9,70
CORN,2011,RPI,FONTANELLE,8V487,5071,207.7,58.1,68.66666667
CORN,2011,RPI,FONTANELLE,8D912,5075,189.0333,61.2,69.33333333
CORN,2011,RPI,PHILLIPS,726AG,5080,197.5667,58.5,68.33333333
CORN,2011,RPI,PHILLIPS,709VT3,5081,207.4333,59.5,68.66666667
CORN,2011,RPI,G2 GENETICS,5H-1001,5085,199.7,59.6,70.33333333
CORN,2011,RPI,G2 GENETICS,5H-712,5086,220.8667,59.2,70.66666667
CORN,2011,RPI,G2 GENETICS,5H-013,5087,202.4,61.4,69.66666667
CORN,2011,RPI,G2 GENETICS,5X-1301,5088,176.6,61.1,69.33333333
CORN,2011,RPI,G2 GENETICS,5H-1401,5089,208.3333,61.4,70
CORN,2011,RPI,G2 GENETICS,5H-716,5090,162.0667,61.6,72
CORN,2011,RPI,NUTECH,5B-1003,5098,200.5667,59.3,70
CORN,2011,RPI,NUTECH,5N-1004,5099,195.9333,58.3,69.33333333
CORN,2011,RPI,NUTECH,5V-813,5100,195.5667,57.3,70
CORN,2011,RPI,NUTECH,5V-514,5101,194.9333,59.1,68.33333333
CORN,2011,RPI,GARST,82H82-3111 Brand,5114,185.3333,61.2,68.66666667
CORN,2011,RPI,GARST,82K01-3111 Brand,5115,211.6,58,70.66666667
CORN,2011,RPI,GARST,83R38-3000GT Brand,5116,231.1,58.7,69.66666667
CORN,2011,RPI,GARST,84U58-3111 Brand,5117,217.2333,57.2,70.66666667
CORN,2011,RPI,MASTERS CHOICE,MCT-6263,5130,201.1,58.4,69.66666667
CORN,2011,RPI,GOLDEN ACRES,G2506,5146,201.3333,57.5,68.33333333
CORN,2011,RPI,GOLDEN ACRES,24V61,5147,213.1667,58.9,69.33333333
CORN,2011,RPI,,MEAN,9901,208.5587,59.01429,69.31746032
CORN,2011,SHD,MIDLAND,7A28BRW,3896,83.9375,48.065,76.5
CORN,2011,SHD,MAT CHK,FULL,4113,74.5225,49.27,75.5
CORN,2011,SHD,MIDLAND,417BRW,4256,80.9525,49.7675,73.5
CORN,2011,SHD,MAT CHK,MID,4556,79.4675,52.51,73.5
CORN,2011,SHD,MAT CHK,EARLY,4663,70.43,48.7875,73
CORN,2011,SHD,PHILLIPS,795VT3,4677,55.9625,49.6725,75.25
CORN,2011,SHD,MIDLAND,670PRW,4776,75.6825,49.275,72.75
CORN,2011,SHD,TAYLOR,1940VT3,4796,74.895,48.845,74
CORN,2011,SHD,G2 GENETICS,5H-511RR/HX,4818,52.775,51.1425,77
CORN,2011,SHD,G2 GENETICS,5H-615 RR/HX,4825,68.7075,50.205,73.25
CORN,2011,SHD,PHILLIPS,789AG,4864,59.06,47.4825,77
CORN,2011,SHD,MIDLAND,361PRW,4889,57.595,49.9225,76.25
CORN,2011,SHD,MIDLAND,481PRW,4891,98.005,52.455,73.5
CORN,2011,SHD,MIDLAND,531PRW,4892,41.4475,49.285,75.75
CORN,2011,SHD,MIDLAND,641VLGW,4893,80.25,48.6525,74
CORN,2011,SHD,VPMaxx,RL8950HB,4949,60.3525,49.5125,77.75
CORN,2011,SHD,G2 GENETICS,5H-513 RR/HX,4992,70.4325,48.6825,78.5
CORN,2011,SHD,G2 GENETICS,5H-515 RR/HX,4995,55.4525,52.6425,79.25
CORN,2011,SHD,PHILLIPS,703VT3,5007,65.0225,49.745,75
CORN,2011,SHD,PHILLIPS,723AG,5009,71.2625,49.46,74.25
CORN,2011,SHD,MIDLAND,622PRW,5025,54.1475,49.81,75.25
CORN,2011,SHD,MIDLAND,552PRW,5026,71.15,51.17,73.25
CORN,2011,SHD,TAYLOR,8820 VT2Pro,5055,89.2275,51.695,73.25
CORN,2011,SHD,TAYLOR,EXP 88C112,5057,67.8475,49.7175,74.75
CORN,2011,SHD,TAYLOR,EXP 99C114,5059,77.87,52.4775,73.25
CORN,2011,SHD,VPMaxx,RL8899HB,5065,58.3125,52.07,78.75
CORN,2011,SHD,PHILLIPS,726AG,5080,65.91,48.6375,76
CORN,2011,SHD,G2 GENETICS,5H-1001,5085,79.54,50.495,74.75
CORN,2011,SHD,G2 GENETICS,5H-712,5086,66.8625,50.855,74.5
CORN,2011,SHD,G2 GENETICS,5H-013,5087,53.6125,50.9625,75.25
CORN,2011,SHD,G2 GENETICS,5X-1301,5088,43.0155,50.6675,75.5
CORN,2011,SHD,G2 GENETICS,5H-1401,5089,80.0775,52.6075,76.5
CORN,2011,SHD,G2 GENETICS,5H-716,5090,37.28,51.075,79
CORN,2011,SHD,NUTECH,5B-1003,5098,72.0375,48.1075,76.25
CORN,2011,SHD,NUTECH,5N-1004,5099,89.47,51.3425,73.25
CORN,2011,SHD,NUTECH,5V-813,5100,77.9875,49.335,74.5
CORN,2011,SHD,NUTECH,5V-514,5101,74.575,48.555,74.75
CORN,2011,SHD,RENZE,5R452HX1/LL/RR2,5132,55.675,48.4825,77.25
CORN,2011,SHD,RENZE,2362HXT/LL/RR2,5133,55.54,50.45,74.75
CORN,2011,SHD,RENZE,X18115,5134,71.76,50.1575,77
CORN,2011,SHD,RENZE,X18112,5135,79.7925,51.34,76.75
CORN,2011,SHD,TRIUMPH,1157X,5140,78.2375,48.2925,74
CORN,2011,SHD,,MEAN,9901,68.47954,50.08768,75.33333333
CORN,2012,FNI,MAT CHK,FULL,4113,188.5709,57.85,0
CORN,2012,FNI,MAT CHK,MID,4556,151.6549,56.775,0
CORN,2012,FNI,LG SEEDS,LG2641VT3,4592,181.5463,57.575,0
CORN,2012,FNI,LG SEEDS,LG2642VT3,4594,145.9544,57.5,0
CORN,2012,FNI,PRODUCERS,7394VT3,4620,130.9786,57.3,0
CORN,2012,FNI,PRODUCERS,7414VT3,4621,171.7013,57.525,0
CORN,2012,FNI,PRODUCERS,7624VT3,4623,132.2462,56.425,0
CORN,2012,FNI,MIDLAND,779PRW,4630,146.8716,58.3,0
CORN,2012,FNI,MAT CHK,EARLY,4663,162.3867,57.825,0
CORN,2012,FNI,MIDLAND,417PRW,4746,156.8237,57.05,0
CORN,2012,FNI,LG SEEDS,LG2555VT3,4753,134.1445,57.9,0
CORN,2012,FNI,MIDLAND,670PRW,4776,130.4777,56.95,0
CORN,2012,FNI,GARST,83E90-3111 Brand,4795,145.507,56.975,0
CORN,2012,FNI,MIDLAND,361PRW,4894,151.8278,58.9,0
CORN,2012,FNI,DEKALB,DKC64-69,4912,151.8841,56.525,0
CORN,2012,FNI,MYCOGEN,2T784,4923,142.6259,57.7,0
CORN,2012,FNI,TRIUMPH,1217S,4998,174.539,57.475,0
CORN,2012,FNI,MIDLAND,622PRW,5021,169.2774,57.8,0
CORN,2012,FNI,MIDLAND,552PRW,5026,135.6046,57.325,0
CORN,2012,FNI,PRODUCERS,7574VT3Pro,5036,153.5806,57.25,0
CORN,2012,FNI,PRODUCERS,7224VT3Pro,5037,166.1725,57.5,0
CORN,2012,FNI,DEKALB,DKC62-97,5050,157.9549,57.675,0
CORN,2012,FNI,MYCOGEN,2V738,5107,161.8591,57.675,0
CORN,2012,FNI,MYCOGEN,2V707,5108,210.7858,57.725,0
CORN,2012,FNI,GARST,83R38-3000GT Brand,5116,168.6628,56.325,0
CORN,2012,FNI,GARST,84U58-3111 Brand,5117,181.5574,56.025,0
CORN,2012,FNI,TRIUMPH,1725H,5139,188.3127,55.45,0
CORN,2012,FNI,TRIUMPH,1157X,5140,178.9257,55.4,0
CORN,2012,FNI,GOLDEN ACRES,28V81,5149,127.8893,56.9,0
CORN,2012,FNI,GOLDEN ACRES,G1518,5166,119.655,58.2,0
CORN,2012,FNI,GOLDEN ACRES,G5531,5167,127.388,59.1,0
CORN,2012,FNI,GOLDEN ACRES,G4598,5169,148.8813,58.275,0
CORN,2012,FNI,LG SEEDS,LG5630VT3Pro,5170,188.4892,55.65,0
CORN,2012,FNI,LG SEEDS,LG2636VT3Pro,5171,165.8901,56.1,0
CORN,2012,FNI,LG SEEDS,LG2602VT3Pro,5172,171.0557,56.85,0
CORN,2012,FNI,MIDLAND,523BLGW,5178,125.266,57.075,0
CORN,2012,FNI,MIDLAND,573PRW,5179,120.0228,59.225,0
CORN,2012,FNI,MIDLAND,653PRW,5180,135.353,56.85,0
CORN,2012,FNI,MIDLAND,583PRW,5181,133.016,58.225,0
CORN,2012,FNI,GARST,82K01-3000GT,5191,179.3884,55,0
CORN,2012,FNI,GARST,84N18-3111,5192,209.7815,55.125,0
CORN,2012,FNI,DEKALB,DKC61-17,5217,182.8115,57.75,0
CORN,2012,FNI,DEKALB,DKC61-88,5218,160.2411,57.95,0
CORN,2012,FNI,DEKALB,DKC66-86,5219,158.2793,55.975,0
CORN,2012,FNI,MYCOGEN,2Y816,5221,194.0003,55.475,0
CORN,2012,FNI,STINE,9732 VT3Pro,5225,183.3184,56.15,0
CORN,2012,FNI,STINE,9733E VT3Pro,5226,151.6575,58.675,0
CORN,2012,FNI,STINE,9808E VT3Pro,5227,180.2544,57.075,0
CORN,2012,FNI,TAYLOR,T9945,5228,121.7703,59.85,0
CORN,2012,FNI,TAYLOR,T9920,5229,106.5953,59.3,0
CORN,2012,FNI,TAYLOR,T9922,5230,181.402,58,0
CORN,2012,FNI,PHILLIPS,PSF082,5232,144.4168,58.225,0
CORN,2012,FNI,PHILLIPS,PSF112,5234,144.6428,58.2,0
CORN,2012,FNI,PHILLIPS,PSF122,5236,177.7272,58.05,0
CORN,2012,FNI,PHILLIPS,PSF141,5237,95.55288,58.125,0
CORN,2012,FNI,HOEGEMEYER,8389,5240,180.1087,59.125,0
CORN,2012,FNI,HOEGEMEYER,8122,5242,168.8624,58.1,0
CORN,2012,FNI,HOEGEMEYER,EXP1186,5244,135.9358,58.325,0
CORN,2012,FNI,TRIUMPH,1329H,5246,132.8792,56,0
CORN,2012,FNI,TRIUMPH,1002S,5247,151.0486,56.825,0
CORN,2012,FNI,,MEAN,9901,156.2669,57.37417,0
CORN,2012,FRD,MAT CHK,FULL,4113,5.293333,52.88,72.33333333
CORN,2012,FRD,MAT CHK,MID,4556,10.91667,52.76,69.66666667
CORN,2012,FRD,MAT CHK,EARLY,4663,30.71667,49.45667,66.66666667
CORN,2012,FRD,MIDLAND,417PRW,4746,13.71,52.76,68.33333333
CORN,2012,FRD,G2 GENETICS,5X-915,4827,7.04,52.76,74.66666667
CORN,2012,FRD,MIDLAND,481PRW,4891,29.15,54.03667,68.33333333
CORN,2012,FRD,MYCOGEN,2A787,4924,22.22,52.11,67.33333333
CORN,2012,FRD,G2 GENETICS,3F-515,4995,9.436667,53.63,73.66666667
CORN,2012,FRD,MIDLAND,552PRW,5026,10.99,53.45,67.66666667
CORN,2012,FRD,G2 GENETICS,5H-716,5090,5.645,52.76,78
CORN,2012,FRD,MYCOGEN,2V715,5105,31.39333,51.26,69.33333333
CORN,2012,FRD,MYCOGEN,2V707,5108,15.86667,54.06,69.66666667
CORN,2012,FRD,National Starch,A7595,5159,22.40667,50.73667,66
CORN,2012,FRD,National Starch,A5602,5160,14.38667,53.66,72
CORN,2012,FRD,GOLDEN ACRES,G5531,5167,19.95,53.33333,67
CORN,2012,FRD,GOLDEN ACRES,G4588,5168,18.61,52.76,66.66666667
CORN,2012,FRD,MIDLAND,523BLGW,5178,19.41667,52.76,69.33333333
CORN,2012,FRD,MIDLAND,573PRW,5179,22.52,55.07,67.33333333
CORN,2012,FRD,G2 GENETICS,5H-1005,5204,6.37,52.76,70.66666667
CORN,2012,FRD,G2 GENETICS,5X-411,5205,13.92667,53.40667,69
CORN,2012,FRD,G2 GENETICS,3D-811,5206,7.436667,51.69,73.66666667
CORN,2012,FRD,G2 GENETICS,5Z-1204,5207,9.091667,52.76,73
CORN,2012,FRD,G2 GENETICS,5X-214,5208,11.93,53.56,70
CORN,2012,FRD,NUTECH,5B-410,5210,8.82,53.36,69.66666667
CORN,2012,FRD,NUTECH,5N-910,5211,11.19333,53.49,68.66666667
CORN,2012,FRD,NUTECH,5N-517,5213,9.2,52.76,68.66666667
CORN,2012,FRD,MYCOGEN,X12767,5224,20.91667,51.39,67.66666667
CORN,2012,FRD,PHILLIPS,PSF082,5232,14.30667,53.35,68
CORN,2012,FRD,PHILLIPS,PSF112,5234,24.52,51.20333,67
CORN,2012,FRD,PHILLIPS,PSF122,5236,9.363333,52.21,68.33333333
CORN,2012,FRD,,MEAN,9901,15.22478,52.73944,69.61111111
CORN,2012,FRD,,CV,9902,13.68476,1.167518,2.739410822
CORN,2012,FRDS,MAT CHK,FULL,4113,27.80667,51.14,70.66666667
CORN,2012,FRDS,MAT CHK,MID,4556,23.52667,52.97,67.66666667
CORN,2012,FRDS,MAT CHK,EARLY,4663,50.115,50.22667,66.33333333
CORN,2012,FRDS,G2 GENETICS,5H-905,4812,28.40667,51.21333,65.33333333
CORN,2012,FRDS,G2 GENETICS,5X-915,4827,33.73,52.18,65.33333333
CORN,2012,FRDS,AGRIGOLD,A6309STXRIB,4925,23.27,53.83,66.33333333
CORN,2012,FRDS,AGRIGOLD,A6384VT3Pro,4928,22.23,51.91667,67
CORN,2012,FRDS,G2 GENETICS,3F-515,4995,50.005,50.91333,65.66666667
CORN,2012,FRDS,AGRIGOLD,A6319VT3Pro,5041,32.53,50.37,65
CORN,2012,FRDS,G2 GENETICS,5H-716,5090,50.85,51.47333,65.66666667
CORN,2012,FRDS,MYCOGEN,2K594,5110,31.225,52.19,67.33333333
CORN,2012,FRDS,MYCOGEN,2H566,5111,32.39333,52.58,66.66666667
CORN,2012,FRDS,MYCOGEN,2V676,5112,46.045,51.3,66.33333333
CORN,2012,FRDS,MIDLAND,143BLGW,5177,27.39,52.1,68
CORN,2012,FRDS,AGRIGOLD,A6225VT3,5190,25.37667,52.10667,66
CORN,2012,FRDS,G2 GENETICS,5H-399,5195,36.49,50.83667,66
CORN,2012,FRDS,G2 GENETICS,5X-0004,5196,35.32,51.41667,65.33333333
CORN,2012,FRDS,G2 GENETICS,5H-0504,5198,25.39333,51.72667,67.66666667
CORN,2012,FRDS,G2 GENETICS,5H-0603,5199,33.41,52.03667,65.33333333
CORN,2012,FRDS,MYCOGEN,2J567,5223,23.96,52.57,65.66666667
CORN,2012,FRDS,,MEAN,9901,32.97367,51.75483,66.46666667
CORN,2012,LBDS,PIONEER,"35P10 YGCB,RR2",3981,55.705,50.87,67.75
CORN,2012,LBDS,MAT CHK,FULL,4113,34.32,48.3825,72
CORN,2012,LBDS,MAT CHK,MID,4556,37.465,51.1625,71.5
CORN,2012,LBDS,MAT CHK,EARLY,4663,41.615,51.7775,71
CORN,2012,LBDS,DEKALB,DKC52-59,4664,52.2,51.8625,70.75
CORN,2012,LBDS,PRODUCERS,7014VT3,4778,25.56,51.3825,73.25
CORN,2012,LBDS,G2 GENETICS,5H-905,4812,55.8775,51.295,69.75
CORN,2012,LBDS,AGRIGOLD,A6309STXRIB,4925,28.965,51.95,71.75
CORN,2012,LBDS,AGRIGOLD,A6384VT3Pro,4928,35.3275,51.525,71.25
CORN,2012,LBDS,PRODUCERS,5904VT3Pro,5040,44.3525,51.85,69
CORN,2012,LBDS,AGRIGOLD,A6319VT3Pro,5041,55.68,51.0925,68
CORN,2012,LBDS,MYCOGEN,2K594,5110,42.7075,51.2325,70.75
CORN,2012,LBDS,MYCOGEN,2H566,5111,44.9675,51.7625,70.75
CORN,2012,LBDS,PRODUCERS,6884VT3Pro,5161,22.56,51.5725,73.75
CORN,2012,LBDS,PRODUCERS,6624VT3Pro,5162,26.3125,49.365,74
CORN,2012,LBDS,PRODUCERS,6424VT3Pro,5163,36.3825,51.4475,73.5
CORN,2012,LBDS,PRODUCERS,XP6104VT3Pro,5164,58.58,51.4375,68.25
CORN,2012,LBDS,PRODUCERS,XP5894VT3Pro,5165,55.5975,51.74,69
CORN,2012,LBDS,MIDLAND,143BLGW,5177,45.31,51.925,70.25
CORN,2012,LBDS,AGVENTURE,AV RL6311HB,5182,53.98,50.8825,69
CORN,2012,LBDS,AGVENTURE,AV RL6991HB,5183,44.7125,49.375,71.75
CORN,2012,LBDS,AGVENTURE,AV RL6786HB,5184,43.3725,51.355,70
CORN,2012,LBDS,AGVENTURE,AV R6786,5185,66.2025,51.395,69
CORN,2012,LBDS,DEKALB,DKC52-61,5186,55.9975,51.6625,70.75
CORN,2012,LBDS,AGRIGOLD,A6225VT3,5190,48.2275,51.8475,70
CORN,2012,LBDS,G2 GENETICS,5H-399,5195,50.3975,51.9875,68
CORN,2012,LBDS,G2 GENETICS,5X-0004,5196,60.61,51.44,67.25
CORN,2012,LBDS,G2 GENETICS,5H-0504,5198,45.2925,50.965,70.25
CORN,2012,LBDS,MYCOGEN,2V676,5199,33.505,50.195,73.25
CORN,2012,LBDS,G2 GENETICS,5H-0603,5199,59.435,51.195,69
CORN,2012,LBDS,MYCOGEN,2J567,5223,34.925,51.345,71.5
CORN,2012,LBDS,,MEAN,9901,45,51.05985,71.25
CORN,2012,LBDS,,CV,9902,12.00697,1.286811,0.816073371
CORN,2012,NOD,MIDLAND,7A28PRW,3896,144.6397,54.67,61
CORN,2012,NOD,MAT CHK,FULL,4113,155.3258,54.8025,59
CORN,2012,NOD,MAT CHK,MID,4556,149.8655,54.8025,58.5
CORN,2012,NOD,PRODUCERS,7394VT3,4620,163.5437,55.7325,57.75
CORN,2012,NOD,MAT CHK,EARLY,4663,149.6944,56.685,57.5
CORN,2012,NOD,PRODUCERS,7014VT3,4778,162.9934,55.075,57.5
CORN,2012,NOD,G2 GENETICS,5H-905,4812,152.4717,55.5775,56
CORN,2012,NOD,G2 GENETICS,5X-915,4827,145.8158,54.185,60.5
CORN,2012,NOD,MIDLAND,481PRW,4891,153.5486,55.97,55.75
CORN,2012,NOD,MYCOGEN,2A787,4924,150.9072,54.8925,57.25
CORN,2012,NOD,G2 GENETICS,3F-515,4995,156.0062,54.455,60.75
CORN,2012,NOD,MIDLAND,622PRW,5021,160.4218,55.595,59
CORN,2012,NOD,MIDLAND,552PRW,5026,156.5962,56.3175,56
CORN,2012,NOD,PRODUCERS,7224VT3Pro,5037,150.3773,55.425,58.5
CORN,2012,NOD,G2 GENETICS,5H-716,5090,138.8272,54.3325,62
CORN,2012,NOD,MYCOGEN,2V715,5105,150.1615,55.63,59.25
CORN,2012,NOD,MYCOGEN,2V707,5108,152.1117,55.32,58.5
CORN,2012,NOD,National Starch,A7595,5159,87.75642,54.845,58.5
CORN,2012,NOD,National Starch,A5602,5160,94.72813,54.185,61
CORN,2012,NOD,PRODUCERS,6884VT3Pro,5161,144.5409,56.8575,56
CORN,2012,NOD,PRODUCERS,6624VT3Pro,5162,163.0005,56.32,55.75
CORN,2012,NOD,PRODUCERS,6424VT3Pro,5163,154.7467,56.2425,58.5
CORN,2012,NOD,GOLDEN ACRES,G5531,5167,160.8258,54.79,57.25
CORN,2012,NOD,GOLDEN ACRES,G4588,5168,147.0664,56.0875,56
CORN,2012,NOD,MIDLAND,523BLGW,5178,136.8859,55.7825,59.5
CORN,2012,NOD,MIDLAND,573PRW,5179,156.716,55.745,57.75
CORN,2012,NOD,MIDLAND,653PRW,5180,160.899,55.06,57.25
CORN,2012,NOD,G2 GENETICS,5H-399,5195,136.4107,56.3975,56.5
CORN,2012,NOD,G2 GENETICS,5X-0004,5196,126.4856,56.035,55.25
CORN,2012,NOD,G2 GENETICS,5H-0504,5198,154.6022,55.64,56.75
CORN,2012,NOD,G2 GENETICS,5H-0603,5199,155.5512,55.4825,57
CORN,2012,NOD,G2 GENETICS,5H-806,5200,144.8022,56.51,59.25
CORN,2012,NOD,G2 GENETICS,5Z-407,5201,140.1864,56.175,56.75
CORN,2012,NOD,G2 GENETICS,5Z-008,5202,151.0508,56.28,57.75
CORN,2012,NOD,G2 GENETICS,5H-309,5203,141.4386,55.365,58.5
CORN,2012,NOD,G2 GENETICS,5H-1005,5204,134.5895,56.3625,59.25
CORN,2012,NOD,G2 GENETICS,5X-411,5205,133.9577,54.855,58.75
CORN,2012,NOD,G2 GENETICS,3D-811,5206,148.4084,54,58.25
CORN,2012,NOD,G2 GENETICS,5Z-1204,5207,151.1803,54.435,60
CORN,2012,NOD,G2 GENETICS,5X-214,5208,135.7681,52.935,59.5
CORN,2012,NOD,NUTECH,5B-410,5210,129.2443,56.705,59
CORN,2012,NOD,NUTECH,5N-910,5211,130.2011,56.61,58
CORN,2012,NOD,MYCOGEN,X12767,5224,139.8922,56.1575,59
CORN,2012,NOD,,MEAN,9901,145.4475,55.47273,58.18023256
CORN,2012,RNI,MAT CHK,FULL,4113,137.3733,60.95,0
CORN,2012,RNI,MAT CHK,MID,4556,102.3965,58.05,0
CORN,2012,RNI,LG SEEDS,LG2642VT3,4594,120.7207,59.2,0
CORN,2012,RNI,PRODUCERS,7394VT3,4620,134.6662,59.15,0
CORN,2012,RNI,PRODUCERS,7414VT3,4621,126.1193,59.5,0
CORN,2012,RNI,PRODUCERS,7624VT3,4623,112.9978,59.025,0
CORN,2012,RNI,MIDLAND,779PRW,4630,125.8817,60.15,0
CORN,2012,RNI,MAT CHK,EARLY,4663,103.6615,57.55,0
CORN,2012,RNI,MIDLAND,417PRW,4746,109.4534,59.225,0
CORN,2012,RNI,MIDLAND,670PRW,4776,99.68937,59.925,0
CORN,2012,RNI,G2 GENETICS,5X-915,4827,91.45161,61.325,0
CORN,2012,RNI,MIDLAND,361PRW,4894,128.2424,59.75,0
CORN,2012,RNI,G2 GENETICS,3F-515,4995,121.0923,59.675,0
CORN,2012,RNI,MIDLAND,622PRW,5021,134.7566,60.275,0
CORN,2012,RNI,MIDLAND,552PRW,5026,128.1253,60.75,0
CORN,2012,RNI,PRODUCERS,7574VT3Pro,5036,117.9511,59.15,0
CORN,2012,RNI,PRODUCERS,7224VT3Pro,5037,127.7588,58.9,0
CORN,2012,RNI,G2 GENETICS,5H-716,5090,105.6356,59.425,0
CORN,2012,RNI,STINE,9731VT3Pro,5127,107.1174,60.55,0
CORN,2012,RNI,TRIUMPH,1334X,5138,118.0861,58,0
CORN,2012,RNI,TRIUMPH,1725H,5139,124.4426,58.875,0
CORN,2012,RNI,TRIUMPH,1157X,5140,106.166,58.375,0
CORN,2012,RNI,GOLDEN ACRES,G5531,5167,130.6527,62.2,0
CORN,2012,RNI,GOLDEN ACRES,G4588,5168,111.4014,59.575,0
CORN,2012,RNI,LG SEEDS,LG5630VT3Pro,5170,121.7609,57.55,0
CORN,2012,RNI,LG SEEDS,LG2636VT3Pro,5171,113.575,58.725,0
CORN,2012,RNI,LG SEEDS,LG2602VT3Pro,5172,120.9312,58.2,0
CORN,2012,RNI,MIDLAND,523BLGW,5178,106.1764,59.25,0
CORN,2012,RNI,MIDLAND,573PRW,5179,145.1593,62.4,0
CORN,2012,RNI,MIDLAND,653PRW,5180,141.777,60.975,0
CORN,2012,RNI,MIDLAND,583PRW,5181,127.7131,61.2,0
CORN,2012,RNI,G2 GENETICS,5H-1005,5204,107.6577,59.75,0
CORN,2012,RNI,G2 GENETICS,5X-411,5205,95.12456,60.375,0
CORN,2012,RNI,G2 GENETICS,3D-811,5206,106.6893,61.025,0
CORN,2012,RNI,G2 GENETICS,5Z-1204,5207,125.1993,62.225,0
CORN,2012,RNI,G2 GENETICS,5X-214,5208,98.02642,60,0
CORN,2012,RNI,G2 GENETICS,5H-117,5209,112.9056,60.4,0
CORN,2012,RNI,NUTECH,5N-517,5213,135.2381,58.625,0
CORN,2012,RNI,STINE,9732 VT3Pro,5225,143.6768,58.425,0
CORN,2012,RNI,STINE,9733E VT3Pro,5226,117.8197,59.625,0
CORN,2012,RNI,STINE,9808E VT3Pro,5227,125.1518,58.125,0
CORN,2012,RNI,PHILLIPS,PSF112,5234,130.0026,61.2,0
CORN,2012,RNI,PHILLIPS,PSF122,5236,110.848,61.05,0
CORN,2012,RNI,PHILLIPS,PSF141,5237,144.9373,62.2,0
CORN,2012,RNI,TRIUMPH,1329H,5246,137.4638,59.8,0
CORN,2012,RNI,,MEAN,9901,119.8594,59.79278,0
CORN,2012,SHD,MIDLAND,7A28PRW,3896,54.035,50.985,68.25
CORN,2012,SHD,MAT CHK,FULL,4113,57.7275,49.625,65.75
CORN,2012,SHD,MAT CHK,MID,4556,73.125,49.2025,65
CORN,2012,SHD,MAT CHK,EARLY,4663,82.61,50.5475,63
CORN,2012,SHD,MIDLAND,417PRW,4746,78.8325,51.26,65.75
CORN,2012,SHD,MIDLAND,670PRW,4776,75.1125,51.5175,64
CORN,2012,SHD,G2 GENETICS,5X-915,4827,57.145,52.24,68
CORN,2012,SHD,MIDLAND,481PRW,4891,98.4475,52.54,63
CORN,2012,SHD,G2 GENETICS,3F-515,4995,44.8225,52.2825,68.25
CORN,2012,SHD,MIDLAND,622PRW,5021,72.955,51.4725,65.75
CORN,2012,SHD,MIDLAND,552PRW,5026,80.885,52.7125,63.75
CORN,2012,SHD,G2 GENETICS,5H-716,5090,24.18,51.45,68.25
CORN,2012,SHD,National Starch,A7595,5159,56.455,51.0325,64.25
CORN,2012,SHD,National Starch,A5602,5160,63.8425,51.35,65.75
CORN,2012,SHD,GOLDEN ACRES,G5531,5167,64.135,52.9375,62
CORN,2012,SHD,GOLDEN ACRES,G4588,5168,87.63,51.745,63.75
CORN,2012,SHD,MIDLAND,523BLGW,5178,83.345,50.5775,65.75
CORN,2012,SHD,MIDLAND,573PRW,5179,74.6725,52.7975,62.25
CORN,2012,SHD,MIDLAND,653PRW,5180,77.3075,51.1575,65
CORN,2012,SHD,G2 GENETICS,5H-1005,5204,65.7725,51.645,67
CORN,2012,SHD,G2 GENETICS,5X-411,5205,59.485,52.2425,65.75
CORN,2012,SHD,G2 GENETICS,3D-811,5206,65.7875,52.3225,66
CORN,2012,SHD,G2 GENETICS,5Z-1204,5207,66.97,52.7175,65
CORN,2012,SHD,G2 GENETICS,5X-214,5208,63.965,50.35,66
CORN,2012,SHD,NUTECH,5B-410,5210,70.995,50.7075,65.75
CORN,2012,SHD,NUTECH,5N-910,5211,67.9525,51.8375,65.75
CORN,2012,SHD,NUTECH,5N-517,5213,72.8425,51.27,66.25
